epoch,artist_acc,artist_loss,loss,mat_loss,mat_precision,type_loss,type_precision,val_artist_acc,val_artist_loss,val_loss,val_mat_loss,val_mat_precision,val_type_loss,val_type_precision,val_year_loss,val_year_mean_absolute_error,year_loss,year_mean_absolute_error
14,0.9983638743455497,0.005565850880763667,0.5012674774994089,0.01999971834832683,0.9971712407953452,0.023966939004774434,0.989376808492301,0.9898989941134597,0.015636627719916328,0.5528617338700728,0.040342199606726865,0.9903799909533877,0.03714362437827418,0.9540102722668888,44.410266837688404,44.410266837688404,44.61691253722026,44.61691253722026
15,1.0,0.00041073367113068064,0.4556024623790961,0.019687300240367266,0.9971712407953452,0.02219229695053176,0.9926204721965091,0.9898989941134597,0.02908880027090999,0.5606265501542524,0.03964980225069354,1.0,0.037121794826228814,0.9392359130310289,42.56773677016749,42.56773677016749,41.29014111064492,41.29014111064492
16,1.0,0.0002550004033349989,0.4233490190814927,0.01925765810305337,0.9975068562942025,0.020199116912618015,0.9971334714227946,0.9898989941134597,0.028950932254600856,0.5401792165004846,0.03889751601776089,1.0,0.03573614669342836,0.9392359130310289,40.76436938661517,40.76436938661517,38.33822526981693,38.33822526981693
17,1.0,0.00022341717712042803,0.3914842792245418,0.018842219205422197,0.9975068562942025,0.01897902491548786,0.997671915910631,0.9898989941134597,0.028394253304783217,0.5184865112256523,0.03885605609552427,1.0,0.031918194737624035,0.9632690530834775,39.09237551448321,39.09237551448321,35.321621195808135,35.321621195808135
18,1.0,0.00019496585447575815,0.3638007543220414,0.01851281471723335,0.9975068562942025,0.018248901954646034,0.9979760041411635,0.9898989941134597,0.028372921805706514,0.5061178701092498,0.033966021104292435,1.0,0.031111552022548034,0.9724517928229438,38.429448522702614,38.429448522702614,32.66491138498196,32.66491138498196
19,1.0,0.0001741881983026254,0.34531481258805197,0.01790905827304209,0.9984262033282775,0.018455724836831805,0.9950309511254595,0.9898989941134597,0.02943133167931904,0.4936220772338636,0.026701841686824053,1.0,0.03166344566176636,0.9640178746647305,37.639412889576924,37.639412889576924,30.860166035397516,30.860166035397516
20,1.0,0.00016016802805594104,0.33444819872447956,0.017377956284404594,0.9984341844214195,0.01780443912200113,0.9961096087363378,0.9898989941134597,0.027758462933089697,0.48557587645270606,0.03648987869647416,1.0,0.03290308159634923,0.9632690530834775,36.06660049130218,36.06660049130218,29.89454771461287,29.89454771461287
21,1.0,0.00014705979934548073,0.30401966496521887,0.01712392376801871,0.9987534281471013,0.0165757212119088,0.9988618259030487,0.9898989941134597,0.027745340075908287,0.4754473247913399,0.03262865160958785,1.0,0.031541769722043866,0.9632690530834775,35.57862430148654,35.57862430148654,27.002590786100058,27.002590786100058
22,1.0,0.00013586500943969944,0.30668720251914716,0.016643272689308434,0.9990574703478688,0.016360852376485355,0.999140046185848,0.9898989941134597,0.02859904782404427,0.48682832597482084,0.032148593429927576,1.0,0.03113005097692061,0.9724517928229438,36.63515930946427,36.63515930946427,27.341135299642673,27.341135299642673
23,1.0,0.00012679616468256745,0.30829142903938345,0.016563909935606268,0.9996807562743182,0.0168297517369227,0.9975127941338804,0.9898989941134597,0.02867189194534369,0.46675097641318736,0.031115271773123454,1.0,0.029748656278984112,0.9724517807816014,34.854327115145594,34.854327115145594,27.46441817158804,27.46441817158804
24,1.0,0.00012081843067402247,0.2652154611764934,0.01639178882890219,1.0,0.01587329418071593,0.999140046185848,0.9898989941134597,0.02762886724785215,0.4714638885825571,0.03054570709913734,1.0,0.030066156129569116,0.9724517807816014,35.55942855218444,35.55942855218444,23.27087468501785,23.27087468501785
25,1.0,0.00011610292416719403,0.24877570886457465,0.016283220178978885,1.0,0.01569097261118254,0.9994182664686473,0.9898989941134597,0.027604460052445042,0.4471950892246131,0.03023592714159138,1.0,0.029585459589431384,0.9724517807816014,33.21647965787637,33.21647965787637,21.65693160251797,21.65693160251797
26,1.0,0.00011222261832952556,0.24599090269254764,0.01622989833604104,1.0,0.015504837231593224,0.9994182664686473,0.9898989941134597,0.02720279256505139,0.4358473137171582,0.03068031010722431,1.0,0.030091901921262643,0.9720145114744553,32.06695046087708,32.06695046087708,21.403172652758855,21.403172652758855
27,1.0,0.00010765850683956915,0.2911800968982474,0.01622172939686802,1.0,0.01574006326860323,0.9994182664686473,0.9898989941134597,0.0269735206595876,0.5299175953624224,0.03152169217825914,1.0,0.03063843467018821,0.9811972512139214,41.38104305845319,41.38104305845319,25.900299321918588,25.900299321918588
28,1.0,0.00010052983256395337,0.3044222165776797,0.016217092400309992,1.0,0.015657174272951244,0.9994182664686473,0.9898989941134597,0.027595893585127824,0.5224564496916954,0.03110871330783185,1.0,0.03075162750301939,0.9816345205210676,40.54043475064364,40.54043475064364,27.234689595187522,27.234689595187522
29,1.0,9.332573342789068e-05,0.25499805297058914,0.01621385921506443,1.0,0.015410118481820554,0.9997091332343236,0.9898989941134597,0.027836167791533764,0.46023463420193605,0.030773193284403533,1.0,0.029310568508626234,0.9816345205210676,34.44785424434777,34.44785424434777,22.31874265720707,22.31874265720707
